OTUID,Phylum,Class,Order,Family,Genus,Species
otu000471,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus_stearothermophilus
otu000472,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus_thermoglucosidasius
otu000473,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus_thermoleovorans
otu000474,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus_vulcani
otu000475,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter_lovleyi
otu000476,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter_pamelaeae
otu000477,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Gracilibacillus_dipsosauri
otu000478,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Gracilibacillus_sp.
otu000479,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella_adiacens
otu000480,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella_elegans
otu000481,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_aegyptius
otu000482,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_haemolyticus
otu000483,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_influenzae
otu000484,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae
otu000485,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_pittmaniae
otu000486,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_sputorum
otu000487,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,Haliea_rubra
otu000488,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas_sp.
otu000489,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus,Halothiobacillus_hydrothermalis
otu000490,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus_sueciensis
otu000491,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter_cinaedi
otu000492,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter_equorum
otu000493,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter_fennelliae
otu000494,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter_sp.
otu000495,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania_filiformis
otu000496,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania_massiliensis
otu000497,Firmicutes,Clostridia,Clostridiales,Clostridiales,Howardella,Howardella_ureilytica
otu000498,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Hydrotalea,Hydrotalea_flava
otu000499,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas_polymorpha
otu000500,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina_donghaiensis
otu000501,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina_homiensis
otu000502,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina_zobellii
otu000503,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Insolitispirillum,Insolitispirillum_peregrinum
otu000504,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Intestinibacter,Intestinibacter_bartlettii
otu000505,Synergistetes,Synergistia,Synergistales,Synergistaceae,Jonquetella,Jonquetella_anthropi
otu000506,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Kandleria,Kandleria_vitulina
otu000507,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella,Kiloniella_laminariae
otu000508,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,Kineococcus_sp.
otu000509,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,Kineosporia_sp.
otu000510,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella_kingae
otu000511,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella_oralis
otu000512,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella_potus
otu000513,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_oxytoca
otu000514,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
otu000515,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_singaporensis
otu000516,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_sp.
otu000517,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_variicola
otu000518,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Kluyvera,Kluyvera_ascorbata
otu000519,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria_kristinae
otu000520,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria_palustris
otu000521,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Kytococcus,Kytococcus_schroeteri
otu000522,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum_orale
otu000523,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum_umeaense
otu000524,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,Lachnobacterium_bovis
otu000525,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,Lachnobacterium_sp.
otu000526,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium_aminovalericum
otu000527,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium_clostridioforme
otu000528,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium_oroticum
otu000529,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_acidipiscis
otu000530,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_agilis
otu000531,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_alvi
otu000532,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_ceti
otu000533,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii
otu000534,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_fermentum
otu000535,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_floricola
otu000536,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_gasseri
otu000537,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_helveticus
otu000538,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_iners
otu000539,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_mucosae
otu000540,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_pontis
otu000541,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_reuteri
otu000542,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_rogosae
otu000543,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_ruminis
otu000544,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_sakei
otu000545,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_salivarius
otu000546,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_secaliphilus
otu000547,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_sp.
otu000548,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_suntoryeus
otu000549,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_vaginalis
otu000550,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_zeae
otu000551,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_chungangensis
otu000552,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_garvieae
otu000553,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis
otu000554,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_taiwanensis
otu000555,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor_longoviformis
otu000556,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Laribacter_hongkongensis
otu000557,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia_adecarboxylata
otu000558,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia_sp.
otu000559,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Lelliottia,Lelliottia_amnigena
otu000560,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,Lentibacillus_salinarum
otu000561,Nitrospira,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum_ferrodiazotrophum
otu000562,Nitrospira,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum_ferrooxidans
otu000563,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_buccalis
otu000564,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_genomosp.
otu000565,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_hofstadii
otu000566,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_hongkongensis
otu000567,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp.
otu000568,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_trevisanii
otu000569,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter_komagatae
otu000570,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter_thiooxidans
otu000571,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans_australis
otu000572,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Rhodanobacteraceae,Luteibacter,Luteibacter_rhizovicinus
otu000573,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Luteimonas,Luteimonas_composti
otu000574,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Luteimonas,Luteimonas_lutimaris
otu000575,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Luteimonas,Luteimonas_marina
otu000576,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Luteimonas,Luteimonas_sp.
otu000577,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Lysobacter,Lysobacter_taiwanensis
otu000578,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Lysobacter,Lysobacter_xinjiangensis
otu000579,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum_gryphiswaldense
otu000580,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,Magnetovibrio_blakemorei
otu000581,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Mangrovibacter,Mangrovibacter_plantisponsor
otu000582,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia_granulomatis
otu000583,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia_varigena
otu000584,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter_polysiphoniae
otu000585,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter_excellens
otu000586,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter_hydrocarbonoclasticus
otu000587,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter_sp.
otu000588,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacterium,Marinobacterium_sp.
otu000589,Actinobacteria,Actinomycetales,Propionibacterineae,Nocardioidaceae,Marmoricola,Marmoricola_korecus
otu000590,Actinobacteria,Actinomycetales,Propionibacterineae,Nocardioidaceae,Marmoricola,Marmoricola_scoriae
otu000591,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia_formatexigens
otu000592,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas_funiformis
otu000593,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_cerevisiae
otu000594,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_elsdenii
otu000595,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_genomosp.
otu000596,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_hominis
otu000597,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_micronuciformis
otu000598,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_sp.
otu000599,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_sueciensis
otu000600,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus_silvanus
otu000601,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium_sp.
otu000602,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_beijingense
otu000603,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii
otu000604,Proteobacteria,Betaproteobacteria,UnclassifiedBurkholderiales,,,_petroleiphilum
otu000605,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus,Methylobacillus_flagellatus
otu000606,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_aerolatum
otu000607,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_goesingense
otu000608,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_hispanicum
otu000609,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_jeotgali
otu000610,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_komagatae
otu000611,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_mesophilicum
otu000612,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_persicinum
otu000613,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_sp.
otu000614,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga_alcalica
otu000615,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga_thiooxydans
otu000616,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus,Methylophilus_methylotrophus
otu000617,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera_mobilis
otu000618,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus_lylae
otu000619,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus_terreus
otu000620,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga_aerophila
otu000621,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga_lupini
otu000622,Proteobacteria,Betaproteobacteria,UnclassifiedBurkholderiales,,,_chitosanitabida
otu000623,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella_jalaludinii
otu000624,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella_multacida
otu000625,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella_sp.
otu000626,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella_atlantae
otu000627,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Morganella_morganii
otu000628,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,Moryella_indoligenes
otu000629,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter_boryungensis
otu000630,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,Mucispirillum_schaedleri
otu000631,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Murdochiella,Murdochiella_asaccharolytica
otu000632,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Murdochiella,Murdochiella_sp.
otu000633,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Mycoplana,Mycoplana_ramosa
otu000634,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Negativicoccus,Negativicoccus_succinicivorans
otu000635,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_bacilliformis
otu000636,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_canis
otu000637,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_cinerea
otu000638,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_elongata
otu000639,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_flavescens
otu000640,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_oralis
otu000641,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_perflava
otu000642,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_subflava
otu000643,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia_sp.
otu000644,Actinobacteria,Actinomycetales,Propionibacterineae,Nocardioidaceae,Nocardioides,Nocardioides_daedukensis
otu000645,Actinobacteria,Actinomycetales,Propionibacterineae,Nocardioidaceae,Nocardioides,Nocardioides_ginsengagri
otu000646,Actinobacteria,Actinomycetales,Propionibacterineae,Nocardioidaceae,Nocardioides,Nocardioides_hwasunensis
otu000647,Actinobacteria,Actinomycetales,Propionibacterineae,Nocardioidaceae,Nocardioides,Nocardioides_iriomotensis
otu000648,Actinobacteria,Actinomycetales,Propionibacterineae,Nocardioidaceae,Nocardioides,Nocardioides_lianchengensis
otu000649,Actinobacteria,Actinomycetales,Propionibacterineae,Nocardioidaceae,Nocardioides,Nocardioides_sp.
otu000650,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_acidiphilum
otu000651,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_aromaticivorans
otu000652,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_barchaimii
otu000653,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_fuchskuhlense
otu000654,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_lentum
otu000655,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_nitrogenifigens
otu000656,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_sediminicola
otu000657,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_sp.
otu000658,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_stygium
otu000659,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_subterraneum
otu000660,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Obesumbacterium,Obesumbacterium_proteus
otu000661,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus_caeni
otu000662,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus_chironomi
otu000663,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum_oryzae
otu000664,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum_pseudogrignonense
otu000665,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,Odoribacter_splanchnicus
otu000666,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,Oligella_ureolytica
otu000667,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,Oligella_urethralis
otu000668,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella_genomosp.
otu000669,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella_sp.
otu000670,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella_umbonata
otu000671,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus_sp.
otu000672,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium_parvum
otu000673,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium_sinus
otu000674,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium_sp.
otu000675,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter_sp.
otu000676,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter_valericigenes
otu000677,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter_formigenes
otu000678,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pannonibacter,Pannonibacter_phragmitetus
otu000679,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea_agglomerans
otu000680,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea_ananatis
otu000681,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea_calida
otu000682,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea_sp.
otu000683,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea_stewartii
otu000684,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_distasonis
otu000685,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_goldsteinii
otu000686,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_gordonii
otu000687,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_johnsonii
otu000688,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_merdae
otu000689,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_sp.
otu000690,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_aminophilus
otu000691,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_denitrificans
otu000692,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_koreensis
otu000693,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_limosus
otu000694,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_marcusii
otu000695,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_sp.
otu000696,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_sphaerophysae
otu000697,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_yeei
otu000698,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_zeaxanthinifaciens
otu000699,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,Paraeggerthella_hongkongensis
otu000700,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella_clara
otu000701,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella_xylaniphila
otu000702,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,Parascardovia_denticolens
otu000703,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella_excrementihominis
